Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
ntruccari,Verbo,colpire con la propria boccia quella dell'avversario,Italiano,1s:ntruccu;2s:ntruccas;3s:ntrucca;1p:ntruccamu;2p:ntruccati;3p:ntruccanu;1s_pass:ntruccai;2s_pass:ntruccasti;3s_pass:ntruccau;1p_pass:ntruccàmuru;2p_pass:ntruccàstivu;3p_pass:ntruccàranu,OK
ntrucchiari,Verbo,cacciare,Italiano,1s:ntrucchiu;2s:ntrucchias;3s:ntrucchia;1p:ntrucchiamu;2p:ntrucchiati;3p:ntrucchianu;1s_pass:ntrucchiai;2s_pass:ntrucchiasti;3s_pass:ntrucchiau;1p_pass:ntrucchiàmuru;2p_pass:ntrucchiàstivu;3p_pass:ntrucchiàranu,OK
ntrugghiari,Verbo,raccogliere tra le dita,Italiano,1s:ntrugghiu;2s:ntrugghias;3s:ntrugghia;1p:ntrugghiamu;2p:ntrugghiati;3p:ntrugghianu;1s_pass:ntrugghiai;2s_pass:ntrugghiasti;3s_pass:ntrugghiau;1p_pass:ntrugghiàmuru;2p_pass:ntrugghiàstivu;3p_pass:ntrugghiàranu,OK
ntrunzari,Verbo,cacciare,Italiano,1s:ntrunzu;2s:ntrunzas;3s:ntrunza;1p:ntrunzamu;2p:ntrunzati;3p:ntrunzanu;1s_pass:ntrunzai;2s_pass:ntrunzasti;3s_pass:ntrunzau;1p_pass:ntrunzàmuru;2p_pass:ntrunzàstivu;3p_pass:ntrunzàranu,OK
ntràsiri,Verbo,"entrar, tener acceso a",Español,1s:ntràsu;2s:ntràsi;3s:ntràsi;1p:ntràsimu;2p:ntràsiti;3p:ntràsinu;1s_pass:ntràsii;2s_pass:ntràsisti;3s_pass:ntràsìu;1p_pass:ntràsìmuru;2p_pass:ntràsìstivu;3p_pass:ntràsìranu,OK
ntuciari,Verbo,imbronciarsi,Italiano,1s:ntuciu;2s:ntucias;3s:ntucia;1p:ntuciamu;2p:ntuciati;3p:ntucianu;1s_pass:ntuciai;2s_pass:ntuciasti;3s_pass:ntuciau;1p_pass:ntuciàmuru;2p_pass:ntuciàstivu;3p_pass:ntuciàranu,OK
ntuppari,Verbo,"obturar, tapar (cerrar)",Español,1s:ntuppu;2s:ntuppas;3s:ntuppa;1p:ntuppamu;2p:ntuppati;3p:ntuppanu;1s_pass:ntuppai;2s_pass:ntuppasti;3s_pass:ntuppau;1p_pass:ntuppàmuru;2p_pass:ntuppàstivu;3p_pass:ntuppàranu,OK
ntustari,Verbo,diventare duro,Italiano,1s:ntustu;2s:ntustas;3s:ntusta;1p:ntustamu;2p:ntustati;3p:ntustanu;1s_pass:ntustai;2s_pass:ntustasti;3s_pass:ntustau;1p_pass:ntustàmuru;2p_pass:ntustàstivu;3p_pass:ntustàranu,OK
ntuzzari,Verbo,"ribattere contro, introdursi, intromettersi",Italiano,1s:ntuzzu;2s:ntuzzas;3s:ntuzza;1p:ntuzzamu;2p:ntuzzati;3p:ntuzzanu;1s_pass:ntuzzai;2s_pass:ntuzzasti;3s_pass:ntuzzau;1p_pass:ntuzzàmuru;2p_pass:ntuzzàstivu;3p_pass:ntuzzàranu,OK
ntènniri,Verbo,entender,Español,1s:ntènnu;2s:ntènni;3s:ntènni;1p:ntènnimu;2p:ntènniti;3p:ntènninu;1s_pass:ntènnii;2s_pass:ntènnisti;3s_pass:ntènnìu;1p_pass:ntènnìmuru;2p_pass:ntènnìstivu;3p_pass:ntènnìranu,OK
nuliggiari,Verbo,alquilar,Español,1s:nuliggiu;2s:nuliggias;3s:nuliggia;1p:nuliggiamu;2p:nuliggiati;3p:nuliggianu;1s_pass:nuliggiai;2s_pass:nuliggiasti;3s_pass:nuliggiau;1p_pass:nuliggiàmuru;2p_pass:nuliggiàstivu;3p_pass:nuliggiàranu,OK
nvaciliri,Verbo,ottenebrarsi e non discernere (detto della mente dell'uomo),Italiano,1s:nvacilu;2s:nvacili;3s:nvacili;1p:nvacilimu;2p:nvaciliti;3p:nvacilinu;1s_pass:nvacilii;2s_pass:nvacilisti;3s_pass:nvacilìu;1p_pass:nvacilìmuru;2p_pass:nvacilìstivu;3p_pass:nvacilìranu,OK
nvattalari,Verbo,incanalare,Italiano,1s:nvattalu;2s:nvattalas;3s:nvattala;1p:nvattalamu;2p:nvattalati;3p:nvattalanu;1s_pass:nvattalai;2s_pass:nvattalasti;3s_pass:nvattalau;1p_pass:nvattalàmuru;2p_pass:nvattalàstivu;3p_pass:nvattalàranu,OK
nvintari,Verbo,inventar,Español,1s:nvintu;2s:nvintas;3s:nvinta;1p:nvintamu;2p:nvintati;3p:nvintanu;1s_pass:nvintai;2s_pass:nvintasti;3s_pass:nvintau;1p_pass:nvintàmuru;2p_pass:nvintàstivu;3p_pass:nvintàranu,OK
nvisitari,Verbo,llevar luto,Español,1s:nvisitu;2s:nvisitas;3s:nvisita;1p:nvisitamu;2p:nvisitati;3p:nvisitanu;1s_pass:nvisitai;2s_pass:nvisitasti;3s_pass:nvisitau;1p_pass:nvisitàmuru;2p_pass:nvisitàstivu;3p_pass:nvisitàranu,OK
nvistuliri,Verbo,"imbacuccarsi, caricarsi di panni",Italiano,1s:nvistulu;2s:nvistuli;3s:nvistuli;1p:nvistulimu;2p:nvistuliti;3p:nvistulinu;1s_pass:nvistulii;2s_pass:nvistulisti;3s_pass:nvistulìu;1p_pass:nvistulìmuru;2p_pass:nvistulìstivu;3p_pass:nvistulìranu,OK
nzalaniri,Verbo,"stordire, confondere, disorientare",Italiano,1s:nzalanu;2s:nzalani;3s:nzalani;1p:nzalanimu;2p:nzalaniti;3p:nzalaninu;1s_pass:nzalanii;2s_pass:nzalanisti;3s_pass:nzalanìu;1p_pass:nzalanìmuru;2p_pass:nzalanìstivu;3p_pass:nzalanìranu,OK
nzallaniri,Verbo,"stordire, confondere, disorientare",Italiano,1s:nzallanu;2s:nzallani;3s:nzallani;1p:nzallanimu;2p:nzallaniti;3p:nzallaninu;1s_pass:nzallanii;2s_pass:nzallanisti;3s_pass:nzallanìu;1p_pass:nzallanìmuru;2p_pass:nzallanìstivu;3p_pass:nzallanìranu,OK
nzancuniari,Verbo,sangrar,Español,1s:nzancuniu;2s:nzancunias;3s:nzancunia;1p:nzancuniamu;2p:nzancuniati;3p:nzancunianu;1s_pass:nzancuniai;2s_pass:nzancuniasti;3s_pass:nzancuniau;1p_pass:nzancuniàmuru;2p_pass:nzancuniàstivu;3p_pass:nzancuniàranu,OK
nzanguliari,Verbo,bestemmiare,Italiano,1s:nzanguliu;2s:nzangulias;3s:nzangulia;1p:nzanguliamu;2p:nzanguliati;3p:nzangulianu;1s_pass:nzanguliai;2s_pass:nzanguliasti;3s_pass:nzanguliau;1p_pass:nzanguliàmuru;2p_pass:nzanguliàstivu;3p_pass:nzanguliàranu,OK
nzanguniari,Verbo,sangrar,Español,1s:nzanguniu;2s:nzangunias;3s:nzangunia;1p:nzanguniamu;2p:nzanguniati;3p:nzangunianu;1s_pass:nzanguniai;2s_pass:nzanguniasti;3s_pass:nzanguniau;1p_pass:nzanguniàmuru;2p_pass:nzanguniàstivu;3p_pass:nzanguniàranu,OK
nzarmunari,Verbo,legare,Italiano,1s:nzarmunu;2s:nzarmunas;3s:nzarmuna;1p:nzarmunamu;2p:nzarmunati;3p:nzarmunanu;1s_pass:nzarmunai;2s_pass:nzarmunasti;3s_pass:nzarmunau;1p_pass:nzarmunàmuru;2p_pass:nzarmunàstivu;3p_pass:nzarmunàranu,OK
nzavacciari,Verbo,dare la marezzatura (conferire un aspetto striato),Italiano,1s:nzavacciu;2s:nzavaccias;3s:nzavaccia;1p:nzavacciamu;2p:nzavacciati;3p:nzavaccianu;1s_pass:nzavacciai;2s_pass:nzavacciasti;3s_pass:nzavacciau;1p_pass:nzavacciàmuru;2p_pass:nzavacciàstivu;3p_pass:nzavacciàranu,OK
nziddicari,Verbo,stimolare,Italiano,1s:nziddicu;2s:nziddicas;3s:nziddica;1p:nziddicamu;2p:nziddicati;3p:nziddicanu;1s_pass:nziddicai;2s_pass:nziddicasti;3s_pass:nziddicau;1p_pass:nziddicàmuru;2p_pass:nziddicàstivu;3p_pass:nziddicàranu,OK
nzignari,Verbo,enseñar,Español,1s:nzignu;2s:nzignas;3s:nzigna;1p:nzignamu;2p:nzignati;3p:nzignanu;1s_pass:nzignai;2s_pass:nzignasti;3s_pass:nzignau;1p_pass:nzignàmuru;2p_pass:nzignàstivu;3p_pass:nzignàranu,OK
nzintinari,Verbo,imbrattare,Italiano,1s:nzintinu;2s:nzintinas;3s:nzintina;1p:nzintinamu;2p:nzintinati;3p:nzintinanu;1s_pass:nzintinai;2s_pass:nzintinasti;3s_pass:nzintinau;1p_pass:nzintinàmuru;2p_pass:nzintinàstivu;3p_pass:nzintinàranu,OK
nzinzuliari,Verbo,"godersela, folleggiare",Italiano,1s:nzinzuliu;2s:nzinzulias;3s:nzinzulia;1p:nzinzuliamu;2p:nzinzuliati;3p:nzinzulianu;1s_pass:nzinzuliai;2s_pass:nzinzuliasti;3s_pass:nzinzuliau;1p_pass:nzinzuliàmuru;2p_pass:nzinzuliàstivu;3p_pass:nzinzuliàranu,OK
nzirragghiari,Verbo,comprimere,Italiano,1s:nzirragghiu;2s:nzirragghias;3s:nzirragghia;1p:nzirragghiamu;2p:nzirragghiati;3p:nzirragghianu;1s_pass:nzirragghiai;2s_pass:nzirragghiasti;3s_pass:nzirragghiau;1p_pass:nzirragghiàmuru;2p_pass:nzirragghiàstivu;3p_pass:nzirragghiàranu,OK
nzirrattizzari,Verbo,fare l'impalcatura dei tetti,Italiano,1s:nzirrattizzu;2s:nzirrattizzas;3s:nzirrattizza;1p:nzirrattizzamu;2p:nzirrattizzati;3p:nzirrattizzanu;1s_pass:nzirrattizzai;2s_pass:nzirrattizzasti;3s_pass:nzirrattizzau;1p_pass:nzirrattizzàmuru;2p_pass:nzirrattizzàstivu;3p_pass:nzirrattizzàranu,OK
nzitari,Verbo,"injertar, trasplantar",Español,1s:nzitu;2s:nzitas;3s:nzita;1p:nzitamu;2p:nzitati;3p:nzitanu;1s_pass:nzitai;2s_pass:nzitasti;3s_pass:nzitau;1p_pass:nzitàmuru;2p_pass:nzitàstivu;3p_pass:nzitàranu,OK
nzultari,Verbo,insultar,Español,1s:nzultu;2s:nzultas;3s:nzulta;1p:nzultamu;2p:nzultati;3p:nzultanu;1s_pass:nzultai;2s_pass:nzultasti;3s_pass:nzultau;1p_pass:nzultàmuru;2p_pass:nzultàstivu;3p_pass:nzultàranu,OK
nzunnari,Verbo,soñar,Español,1s:nzunnu;2s:nzunnas;3s:nzunna;1p:nzunnamu;2p:nzunnati;3p:nzunnanu;1s_pass:nzunnai;2s_pass:nzunnasti;3s_pass:nzunnau;1p_pass:nzunnàmuru;2p_pass:nzunnàstivu;3p_pass:nzunnàranu,OK
nzunzari,Verbo,ensuciar,Español,1s:nzunzu;2s:nzunzas;3s:nzunza;1p:nzunzamu;2p:nzunzati;3p:nzunzanu;1s_pass:nzunzai;2s_pass:nzunzasti;3s_pass:nzunzau;1p_pass:nzunzàmuru;2p_pass:nzunzàstivu;3p_pass:nzunzàranu,OK
nzìstiri,Verbo,insistir,Español,1s:nzìstu;2s:nzìsti;3s:nzìsti;1p:nzìstimu;2p:nzìstiti;3p:nzìstinu;1s_pass:nzìstii;2s_pass:nzìstisti;3s_pass:nzìstìu;1p_pass:nzìstìmuru;2p_pass:nzìstìstivu;3p_pass:nzìstìranu,OK
nàsciri,Verbo,nacer,Español,1s:nàscu;2s:nàsci;3s:nàsci;1p:nàscimu;2p:nàsciti;3p:nàscinu;1s_pass:nàscii;2s_pass:nàscisti;3s_pass:nàscìu;1p_pass:nàscìmuru;2p_pass:nàscìstivu;3p_pass:nàscìranu,OK
nèsciri,Verbo,salir,Español,1s:nèscu;2s:nèsci;3s:nèsci;1p:nèscimu;2p:nèsciti;3p:nèscinu;1s_pass:nèscii;2s_pass:nèscisti;3s_pass:nèscìu;1p_pass:nèscìmuru;2p_pass:nèscìstivu;3p_pass:nèscìranu,OK
obbidiri,Verbo,obedecer,Español,1s:obbidu;2s:obbidi;3s:obbidi;1p:obbidimu;2p:obbiditi;3p:obbidinu;1s_pass:obbidii;2s_pass:obbidisti;3s_pass:obbidìu;1p_pass:obbidìmuru;2p_pass:obbidìstivu;3p_pass:obbidìranu,OK
occupari,Verbo,ocupar,Español,1s:occupu;2s:occupas;3s:occupa;1p:occupamu;2p:occupati;3p:occupanu;1s_pass:occupai;2s_pass:occupasti;3s_pass:occupau;1p_pass:occupàmuru;2p_pass:occupàstivu;3p_pass:occupàranu,OK
occùrriri,Verbo,ocurrir,Español,1s:occùrru;2s:occùrri;3s:occùrri;1p:occùrrimu;2p:occùrriti;3p:occùrrinu;1s_pass:occùrrii;2s_pass:occùrristi;3s_pass:occùrrìu;1p_pass:occùrrìmuru;2p_pass:occùrrìstivu;3p_pass:occùrrìranu,OK
ociddiari,Verbo,"bighellonare, andar vagando, andar errando di qua e di là, vagare, dondoalrsela",Italiano,1s:ociddiu;2s:ociddias;3s:ociddia;1p:ociddiamu;2p:ociddiati;3p:ociddianu;1s_pass:ociddiai;2s_pass:ociddiasti;3s_pass:ociddiau;1p_pass:ociddiàmuru;2p_pass:ociddiàstivu;3p_pass:ociddiàranu,OK
odiari,Verbo,odiar,Español,1s:odiu;2s:odias;3s:odia;1p:odiamu;2p:odiati;3p:odianu;1s_pass:odiai;2s_pass:odiasti;3s_pass:odiau;1p_pass:odiàmuru;2p_pass:odiàstivu;3p_pass:odiàranu,OK
offriri,Verbo,ofrecer,Español,1s:offru;2s:offri;3s:offri;1p:offrimu;2p:offriti;3p:offrinu;1s_pass:offrii;2s_pass:offristi;3s_pass:offrìu;1p_pass:offrìmuru;2p_pass:offrìstivu;3p_pass:offrìranu,OK
offènniri,Verbo,ofender,Español,1s:offènnu;2s:offènni;3s:offènni;1p:offènnimu;2p:offènniti;3p:offènninu;1s_pass:offènnii;2s_pass:offènnisti;3s_pass:offènnìu;1p_pass:offènnìmuru;2p_pass:offènnìstivu;3p_pass:offènnìranu,OK
omèttiri,Verbo,omitir,Español,1s:omèttu;2s:omètti;3s:omètti;1p:omèttimu;2p:omèttiti;3p:omèttinu;1s_pass:omèttii;2s_pass:omèttisti;3s_pass:omèttìu;1p_pass:omèttìmuru;2p_pass:omèttìstivu;3p_pass:omèttìranu,OK
organizzari,Verbo,organizar,Español,1s:organizzu;2s:organizzas;3s:organizza;1p:organizzamu;2p:organizzati;3p:organizzanu;1s_pass:organizzai;2s_pass:organizzasti;3s_pass:organizzau;1p_pass:organizzàmuru;2p_pass:organizzàstivu;3p_pass:organizzàranu,OK
ottiniri,Verbo,obtener,Español,1s:ottinu;2s:ottini;3s:ottini;1p:ottinimu;2p:ottiniti;3p:ottininu;1s_pass:ottinii;2s_pass:ottinisti;3s_pass:ottinìu;1p_pass:ottinìmuru;2p_pass:ottinìstivu;3p_pass:ottinìranu,OK
ottèniri,Verbo,obtener,Español,1s:ottènu;2s:ottèni;3s:ottèni;1p:ottènimu;2p:ottèniti;3p:ottèninu;1s_pass:ottènii;2s_pass:ottènisti;3s_pass:ottènìu;1p_pass:ottènìmuru;2p_pass:ottènìstivu;3p_pass:ottènìranu,OK
ozari,Verbo,fare la prima aratura dopo l'estate,Italiano,1s:ozu;2s:ozas;3s:oza;1p:ozamu;2p:ozati;3p:ozanu;1s_pass:ozai;2s_pass:ozasti;3s_pass:ozau;1p_pass:ozàmuru;2p_pass:ozàstivu;3p_pass:ozàranu,OK
paari,Verbo,pagar,Español,1s:pau;2s:paas;3s:paa;1p:paamu;2p:paati;3p:paanu;1s_pass:paai;2s_pass:paasti;3s_pass:paau;1p_pass:paàmuru;2p_pass:paàstivu;3p_pass:paàranu,OK
padiri,Verbo,"diventare stantio, maturare, fermentare",Italiano,1s:padu;2s:padi;3s:padi;1p:padimu;2p:paditi;3p:padinu;1s_pass:padii;2s_pass:padisti;3s_pass:padìu;1p_pass:padìmuru;2p_pass:padìstivu;3p_pass:padìranu,OK
pagari,Verbo,pagar,Español,1s:pagu;2s:pagas;3s:paga;1p:pagamu;2p:pagati;3p:paganu;1s_pass:pagai;2s_pass:pagasti;3s_pass:pagau;1p_pass:pagàmuru;2p_pass:pagàstivu;3p_pass:pagàranu,OK
paiari,Verbo,pagar,Español,1s:paiu;2s:paias;3s:paia;1p:paiamu;2p:paiati;3p:paianu;1s_pass:paiai;2s_pass:paiasti;3s_pass:paiau;1p_pass:paiàmuru;2p_pass:paiàstivu;3p_pass:paiàranu,OK
pajari,Verbo,pagar,Español,1s:paju;2s:pajas;3s:paja;1p:pajamu;2p:pajati;3p:pajanu;1s_pass:pajai;2s_pass:pajasti;3s_pass:pajau;1p_pass:pajàmuru;2p_pass:pajàstivu;3p_pass:pajàranu,OK
pallari,Verbo,hablar,Español,1s:pallu;2s:pallas;3s:palla;1p:pallamu;2p:pallati;3p:pallanu;1s_pass:pallai;2s_pass:pallasti;3s_pass:pallau;1p_pass:pallàmuru;2p_pass:pallàstivu;3p_pass:pallàranu,OK
panniddiari,Verbo,strofinare,Italiano,1s:panniddiu;2s:panniddias;3s:panniddia;1p:panniddiamu;2p:panniddiati;3p:panniddianu;1s_pass:panniddiai;2s_pass:panniddiasti;3s_pass:panniddiau;1p_pass:panniddiàmuru;2p_pass:panniddiàstivu;3p_pass:panniddiàranu,OK
pannizziari,Verbo,"nevicare, fioccare (la neve)",Italiano,1s:pannizziu;2s:pannizzias;3s:pannizzia;1p:pannizziamu;2p:pannizziati;3p:pannizzianu;1s_pass:pannizziai;2s_pass:pannizziasti;3s_pass:pannizziau;1p_pass:pannizziàmuru;2p_pass:pannizziàstivu;3p_pass:pannizziàranu,OK
papariari,Verbo,"1. essere colmo (detto di vasi), 2. sopraffare, soggiogare, piaggiare 3. mantenrsi a galla muovendosi poco (nuotare senza voglia)",Italiano,1s:papariu;2s:paparias;3s:paparia;1p:papariamu;2p:papariati;3p:paparianu;1s_pass:papariai;2s_pass:papariasti;3s_pass:papariau;1p_pass:papariàmuru;2p_pass:papariàstivu;3p_pass:papariàranu,OK
papuliari,Verbo,"1. avvampare, 2. mangiare avidamente",Italiano,1s:papuliu;2s:papulias;3s:papulia;1p:papuliamu;2p:papuliati;3p:papulianu;1s_pass:papuliai;2s_pass:papuliasti;3s_pass:papuliau;1p_pass:papuliàmuru;2p_pass:papuliàstivu;3p_pass:papuliàranu,OK
paragunari,Verbo,hacer la comparación,Español,1s:paragunu;2s:paragunas;3s:paraguna;1p:paragunamu;2p:paragunati;3p:paragunanu;1s_pass:paragunai;2s_pass:paragunasti;3s_pass:paragunau;1p_pass:paragunàmuru;2p_pass:paragunàstivu;3p_pass:paragunàranu,OK
parari,Verbo,"1. ornar, adornar",Español,1s:paru;2s:paras;3s:para;1p:paramu;2p:parati;3p:paranu;1s_pass:parai;2s_pass:parasti;3s_pass:parau;1p_pass:paràmuru;2p_pass:paràstivu;3p_pass:paràranu,OK
paraunari,Verbo,hacer la comparación,Español,1s:paraunu;2s:paraunas;3s:parauna;1p:paraunamu;2p:paraunati;3p:paraunanu;1s_pass:paraunai;2s_pass:paraunasti;3s_pass:paraunau;1p_pass:paraunàmuru;2p_pass:paraunàstivu;3p_pass:paraunàranu,OK
parchiggiari,Verbo,aparcar,Español,1s:parchiggiu;2s:parchiggias;3s:parchiggia;1p:parchiggiamu;2p:parchiggiati;3p:parchiggianu;1s_pass:parchiggiai;2s_pass:parchiggiasti;3s_pass:parchiggiau;1p_pass:parchiggiàmuru;2p_pass:parchiggiàstivu;3p_pass:parchiggiàranu,OK
pariri,Verbo,parecer / parecer,Español,1s:paru;2s:pari;3s:pari;1p:parimu;2p:pariti;3p:parinu;1s_pass:parii;2s_pass:paristi;3s_pass:parìu;1p_pass:parìmuru;2p_pass:parìstivu;3p_pass:parìranu,OK
parlari,Verbo,hablar,Español,1s:parlu;2s:parlas;3s:parla;1p:parlamu;2p:parlati;3p:parlanu;1s_pass:parlai;2s_pass:parlasti;3s_pass:parlau;1p_pass:parlàmuru;2p_pass:parlàstivu;3p_pass:parlàranu,OK
parraceri,Verbo,"parlero, hablador, charlador, charlatán, parlanchín",Español,1s:parracu;2s:parraci;3s:parraci;1p:parracemu;2p:parraciti;3p:parracinu;1s_pass:parracii;2s_pass:parracisti;3s_pass:parracìu;1p_pass:parracèmuru;2p_pass:parracìstivu;3p_pass:parracèranu,OK
parrari,Verbo,hablar,Español,1s:parru;2s:parras;3s:parra;1p:parramu;2p:parrati;3p:parranu;1s_pass:parrai;2s_pass:parrasti;3s_pass:parrau;1p_pass:parràmuru;2p_pass:parràstivu;3p_pass:parràranu,OK
partiri,Verbo,"irse, marcharse, salir",Español,1s:partu;2s:parti;3s:parti;1p:partimu;2p:partiti;3p:partinu;1s_pass:partii;2s_pass:partisti;3s_pass:partìu;1p_pass:partìmuru;2p_pass:partìstivu;3p_pass:partìranu,OK
passari,Verbo,pasar,Español,1s:passu;2s:passas;3s:passa;1p:passamu;2p:passati;3p:passanu;1s_pass:passai;2s_pass:passasti;3s_pass:passau;1p_pass:passàmuru;2p_pass:passàstivu;3p_pass:passàranu,OK
patiri,Verbo,"padecer, sufrir",Español,1s:patu;2s:pati;3s:pati;1p:patimu;2p:patiti;3p:patinu;1s_pass:patii;2s_pass:patisti;3s_pass:patìu;1p_pass:patìmuru;2p_pass:patìstivu;3p_pass:patìranu,OK
piaciri,Verbo,"gustar / placer, gusto / ¡encantado!",Español,1s:piacu;2s:piaci;3s:piaci;1p:piacimu;2p:piaciti;3p:piacinu;1s_pass:piacii;2s_pass:piacisti;3s_pass:piacìu;1p_pass:piacìmuru;2p_pass:piacìstivu;3p_pass:piacìranu,OK
pichiari,Verbo,far molto freddo (Prizzi),Italiano,1s:pichiu;2s:pichias;3s:pichia;1p:pichiamu;2p:pichiati;3p:pichianu;1s_pass:pichiai;2s_pass:pichiasti;3s_pass:pichiau;1p_pass:pichiàmuru;2p_pass:pichiàstivu;3p_pass:pichiàranu,OK
piciniari,Verbo,"ciarlare, infastidire con lamentele e preoccupazioni",Italiano,1s:piciniu;2s:picinias;3s:picinia;1p:piciniamu;2p:piciniati;3p:picinianu;1s_pass:piciniai;2s_pass:piciniasti;3s_pass:piciniau;1p_pass:piciniàmuru;2p_pass:piciniàstivu;3p_pass:piciniàranu,OK
piddiari,Verbo,agitare il formaggio per farlo rapprendere meglio,Italiano,1s:piddiu;2s:piddias;3s:piddia;1p:piddiamu;2p:piddiati;3p:piddianu;1s_pass:piddiai;2s_pass:piddiasti;3s_pass:piddiau;1p_pass:piddiàmuru;2p_pass:piddiàstivu;3p_pass:piddiàranu,OK
pidduniari,Verbo,tormentare,Italiano,1s:pidduniu;2s:piddunias;3s:piddunia;1p:pidduniamu;2p:pidduniati;3p:piddunianu;1s_pass:pidduniai;2s_pass:pidduniasti;3s_pass:pidduniau;1p_pass:pidduniàmuru;2p_pass:pidduniàstivu;3p_pass:pidduniàranu,OK
pigghiari,Verbo,"coger, tomar",Español,1s:pigghiu;2s:pigghias;3s:pigghia;1p:pigghiamu;2p:pigghiati;3p:pigghianu;1s_pass:pigghiai;2s_pass:pigghiasti;3s_pass:pigghiau;1p_pass:pigghiàmuru;2p_pass:pigghiàstivu;3p_pass:pigghiàranu,OK
pigliari,Verbo,"coger, tomar",Español,1s:pigliu;2s:piglias;3s:piglia;1p:pigliamu;2p:pigliati;3p:piglianu;1s_pass:pigliai;2s_pass:pigliasti;3s_pass:pigliau;1p_pass:pigliàmuru;2p_pass:pigliàstivu;3p_pass:pigliàranu,OK
pijurari,Verbo,peggiorare,Italiano,1s:pijuru;2s:pijuras;3s:pijura;1p:pijuramu;2p:pijurati;3p:pijuranu;1s_pass:pijurai;2s_pass:pijurasti;3s_pass:pijurau;1p_pass:pijuràmuru;2p_pass:pijuràstivu;3p_pass:pijuràranu,OK
pilari,Verbo,"pelar, mondar",Español,1s:pilu;2s:pilas;3s:pila;1p:pilamu;2p:pilati;3p:pilanu;1s_pass:pilai;2s_pass:pilasti;3s_pass:pilau;1p_pass:pilàmuru;2p_pass:pilàstivu;3p_pass:pilàranu,OK
pinsari,Verbo,pensar,Español,1s:pinsu;2s:pinsas;3s:pinsa;1p:pinsamu;2p:pinsati;3p:pinsanu;1s_pass:pinsai;2s_pass:pinsasti;3s_pass:pinsau;1p_pass:pinsàmuru;2p_pass:pinsàstivu;3p_pass:pinsàranu,OK
pinseri,Verbo,"pensamiento, preocupación / pensamientos, preocupaciones",Español,1s:pinsu;2s:pinsi;3s:pinsi;1p:pinsemu;2p:pinsiti;3p:pinsinu;1s_pass:pinsii;2s_pass:pinsisti;3s_pass:pinsìu;1p_pass:pinsèmuru;2p_pass:pinsìstivu;3p_pass:pinsèranu,OK
pinzari,Verbo,pensar,Español,1s:pinzu;2s:pinzas;3s:pinza;1p:pinzamu;2p:pinzati;3p:pinzanu;1s_pass:pinzai;2s_pass:pinzasti;3s_pass:pinzau;1p_pass:pinzàmuru;2p_pass:pinzàstivu;3p_pass:pinzàranu,OK
pinzeri,Verbo,"pensamiento, preocupación / pensamientos, preocupaciones",Español,1s:pinzu;2s:pinzi;3s:pinzi;1p:pinzemu;2p:pinziti;3p:pinzinu;1s_pass:pinzii;2s_pass:pinzisti;3s_pass:pinzìu;1p_pass:pinzèmuru;2p_pass:pinzìstivu;3p_pass:pinzèranu,OK
pirciari,Verbo,traspasar,Español,1s:pirciu;2s:pircias;3s:pircia;1p:pirciamu;2p:pirciati;3p:pircianu;1s_pass:pirciai;2s_pass:pirciasti;3s_pass:pirciau;1p_pass:pirciàmuru;2p_pass:pirciàstivu;3p_pass:pirciàranu,OK
pirdiri,Verbo,perder,Español,1s:pirdu;2s:pirdi;3s:pirdi;1p:pirdimu;2p:pirditi;3p:pirdinu;1s_pass:pirdii;2s_pass:pirdisti;3s_pass:pirdìu;1p_pass:pirdìmuru;2p_pass:pirdìstivu;3p_pass:pirdìranu,OK
pirdunari,Verbo,perdonar,Español,1s:pirdunu;2s:pirdunas;3s:pirduna;1p:pirdunamu;2p:pirdunati;3p:pirdunanu;1s_pass:pirdunai;2s_pass:pirdunasti;3s_pass:pirdunau;1p_pass:pirdunàmuru;2p_pass:pirdunàstivu;3p_pass:pirdunàranu,OK
pirrichiari,Verbo,industriarsi per campare alla meglio,Italiano,1s:pirrichiu;2s:pirrichias;3s:pirrichia;1p:pirrichiamu;2p:pirrichiati;3p:pirrichianu;1s_pass:pirrichiai;2s_pass:pirrichiasti;3s_pass:pirrichiau;1p_pass:pirrichiàmuru;2p_pass:pirrichiàstivu;3p_pass:pirrichiàranu,OK
pisciari,Verbo,mear,Español,1s:pisciu;2s:piscias;3s:piscia;1p:pisciamu;2p:pisciati;3p:piscianu;1s_pass:pisciai;2s_pass:pisciasti;3s_pass:pisciau;1p_pass:pisciàmuru;2p_pass:pisciàstivu;3p_pass:pisciàranu,OK
pissinari,Verbo,scorreggiare,Italiano,1s:pissinu;2s:pissinas;3s:pissina;1p:pissinamu;2p:pissinati;3p:pissinanu;1s_pass:pissinai;2s_pass:pissinasti;3s_pass:pissinau;1p_pass:pissinàmuru;2p_pass:pissinàstivu;3p_pass:pissinàranu,OK
piàciri,Verbo,"gustar / placer, gusto",Español,1s:piàcu;2s:piàci;3s:piàci;1p:piàcimu;2p:piàciti;3p:piàcinu;1s_pass:piàcii;2s_pass:piàcisti;3s_pass:piàcìu;1p_pass:piàcìmuru;2p_pass:piàcìstivu;3p_pass:piàcìranu,OK
placiri,Verbo,"gustar / placer, gusto",Español,1s:placu;2s:placi;3s:placi;1p:placimu;2p:placiti;3p:placinu;1s_pass:placii;2s_pass:placisti;3s_pass:placìu;1p_pass:placìmuru;2p_pass:placìstivu;3p_pass:placìranu,OK
