Palabra,Sustantivo,Traduccion,Idioma,Conjugaciones,Estado
gaèlicu scuzzisi,Verbo,gaélico escocés,Español,,OK
gebbia,Sustantivo,"aljibe, cisterna",Español,,OK
gelu,Verbo,"helada, escarcha, hielo",Español,,OK
genti,Sustantivo,gente / gente,Español,,OK
gentigadda,Sustantivo,bettonica (Stachys officinalis o Betonica officinalis),Italiano,,OK
gentiligadda,Sustantivo,bettonica (Stachys officinalis o Betonica officinalis),Italiano,,OK
genu,Sustantivo,género,Español,,OK
gesia,Sustantivo,tributo imposto dai Musulmani in Sicilia,Italiano,,OK
ghiaca,Sustantivo,"canto rodado, guijarro",Español,,OK
ghianca,Sustantivo,carnicería,Español,,OK
ghianna,Sustantivo,bellota (fruto),Español,,OK
ghiara,Sustantivo,"grava, pedregullo (piedritas)",Español,,OK
ghieffa,Sustantivo,legno dentato per trasportare nei campi fieno o altro,Italiano,,OK
ghiornu,Sustantivo,día,Español,,OK
ghiru,Verbo,lirón careto,Español,,OK
ghittena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
ghiummarà,Sustantivo,denaro,Italiano,,OK
ghiurnu,Sustantivo,día,Español,,OK
ghiuttena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
ghiànnara,Sustantivo,bellota (fruto),Español,,OK
ghèrmitu,Verbo,puñado de espigas (ramo de espigas),Español,,OK
giaca,Sustantivo,"canto rodado, guijarro",Español,,OK
giammerga,Sustantivo,chaqueta larga con una cola,Español,,OK
giammiluccu,Sustantivo,sorta di soprabito,Italiano,,OK
gianfagghiuni,Verbo,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
gianfùttiri,Sustantivo,uomo triste,Italiano,,OK
giaraffa,Verbo,jirafa,Español,,OK
giarina,Sustantivo,terreno lungo i fiumi,Italiano,,OK
giarra,Conjunción/Adverbio,"jarra, vasija, gran recipiente en tierra cocida para el agua o el aceite",Español,,OK
giarsuminu,Sustantivo,jazmín,Español,,OK
giavu,Sustantivo,"giovane uomo, giovanotto",Italiano,,OK
gileppu,Sustantivo,julepe,Español,,OK
ginestra,Verbo,"ginesta, retama",Español,,OK
ginisi,Sustantivo,polvo de carbón,Español,,OK
gintìmulu,Sustantivo,mulino mosso da giumenti,Italiano,,OK
gio-,Sustantivo,geo-,Español,,OK
giocu,Sustantivo,juego,Español,,OK
gioppu,Sustantivo,"1. coccola dura, 2. insetto racchiuso a pallina",Italiano,,OK
giornu,Sustantivo,día,Español,,OK
gira,Sustantivo,remolacha (Beta vulgaris),Español,,OK
giraffa,Verbo,jirafa,Español,,OK
girana,Sustantivo,rana,Español,,OK
girani,Sustantivo,ranas,Español,,OK
giravaneddi,Sustantivo,vago,Español,,OK
girbigghiuni,Verbo,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
giriavaneddi,Sustantivo,vago,Español,,OK
girmanu,Sustantivo,centeno,Español,,OK
girsuminu,Sustantivo,jazmín,Español,,OK
gisira,Sustantivo,isla,Español,,OK
giugali,Sustantivo,"quantità di gioie, filze di gioie",Italiano,,OK
giugnu,Sustantivo,junio,Español,,OK
giuleppu,Sustantivo,julepe,Español,,OK
giurana,Sustantivo,rana,Español,,OK
giurani,Sustantivo,ranas,Español,,OK
giuranna,Sustantivo,rana,Español,,OK
giuranni,Sustantivo,ranas,Español,,OK
giurnu,Sustantivo,día,Español,,OK
giustalisa,Verbo,sorta di grano dalle spighe senza reste,Italiano,,OK
giustulisa,Verbo,sorta di grano dalle spighe senza reste,Italiano,,OK
giàmmira,Sustantivo,bacino di raccolta dell'acqua sopra il mulino,Italiano,,OK
giùggiula,Verbo,ampelodesma mauritanica (Ampelodesmos mauritanicus),Español,,OK
giùrgiula,Verbo,ampelodesma mauritanica (Ampelodesmos mauritanicus),Español,,OK
glottu-,Sustantivo,gloto-,Español,,OK
gnefu,Sustantivo,buono a nulla,Italiano,,OK
gnesta,Sustantivo,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
gnestra,Sustantivo,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
gnignali,Sustantivo,feto d'animali,Italiano,,OK
gnignu,Sustantivo,ricciolo,Italiano,,OK
gnirri,Conjunción/Adverbio,dispuesto para hacer la guerra,Español,,OK
gnugnu,Sustantivo,junio,Español,,OK
gnàcchiti,Verbo,espressione usata quando non si vuò dire una cosa (Pasqualino),Italiano,,OK
gola,Sustantivo,garganta,Español,,OK
gonna,Sustantivo,falda,Español,,OK
grada,Sustantivo,gran puerta (arquitectura),Español,,OK
graduni,Sustantivo,gran puerta (arquitectura),Español,,OK
grammu,Sustantivo,gramo,Español,,OK
grammuciu,Conjunción/Adverbio,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
grammusciu,Conjunción/Adverbio,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
granciufudduni,Sustantivo,"error, equivocación",Español,,OK
granu,Sustantivo,trigo,Español,,OK
granza,Sustantivo,afrecho y harina,Español,,OK
grara,Sustantivo,gran puerta (arquitectura),Español,,OK
graruni,Sustantivo,gran puerta (arquitectura),Español,,OK
grassotta,Verbo,"1. martinete común (Nycticorax nycticorax), garza bruja, guaco, 2. garcilla cangrejera (Ardeola ralloides)",Español,,OK
grassottu,Verbo,"1. martinete común (Nycticorax nycticorax), garza bruja, guaco, 2. garcilla cangrejera (Ardeola ralloides)",Español,,OK
grassòttula,Verbo,"1. martinete común (Nycticorax nycticorax), garza bruja, guaco, 2. garcilla cangrejera (Ardeola ralloides)",Español,,OK
grasta,Conjunción/Adverbio,florero para plantar flores,Español,,OK
gravia,Verbo,arnese che tiene sospesi oggetti pesanti,Italiano,,OK
gravina,Sustantivo,letto del fiume,Italiano,,OK
grazia,Sustantivo,gracia,Español,,OK
grazzia,Sustantivo,gracia,Español,,OK
griddu,Sustantivo,grillo,Español,,OK
groi,Sustantivo,grulla común (Grus grus),Español,,OK
gruppu,Sustantivo,nudo / grupo,Español,,OK
grò,Sustantivo,grulla común (Grus grus),Español,,OK
guaiana,Sustantivo,cáscara,Español,,OK
guajana,Sustantivo,cáscara,Español,,OK
guanciu,Sustantivo,idioma guanche,Español,,OK
guerra,Sustantivo,guerra,Español,,OK
gugghia,Sustantivo,aguja (herramienta),Español,,OK
gula,Sustantivo,garganta,Español,,OK
guvernu,Sustantivo,gobierno,Español,,OK
guviernu,Sustantivo,gobierno,Español,,OK
guzzu,Sustantivo,"cachorro de perro, perrito",Español,,OK
gàipa,Sustantivo,"gaviota, gavia",Español,,OK
gàiula,Sustantivo,raspallón (Diplodus annularis),Español,,OK
gàjula,Sustantivo,raspallón (Diplodus annularis),Español,,OK
gàngamu,Verbo,rete da pescare,Italiano,,OK
gànguli,Sustantivo,castañas secas (castañas asadas),Español,,OK
gàrbula,Sustantivo,cerchio d'assi sottili attorno ai crivelli,Italiano,,OK
gàsinu,Sustantivo,"burro, asno",Español,,OK
gìcaru,Verbo,"arum italicum (planta), aro, yaro, jumillo, candiles",Español,,OK
ia,Sustantivo,yo,Español,,OK
iacqua,Sustantivo,agua:,Español,,OK
iaddina,Sustantivo,gallina,Español,,OK
iaddini,Sustantivo,gallinas,Español,,OK
iaddu,Sustantivo,gallo,Español,,OK
iadduffu,Sustantivo,gallito mal castrado,Español,,OK
iadduorfu,Sustantivo,gallito mal castrado,Español,,OK
iamma,Sustantivo,pierna,Español,,OK
iammi,Sustantivo,piernas,Español,,OK
iastima,Sustantivo,"imprecación, maldición",Español,,OK
iattu,Sustantivo,gato,Español,,OK
icchena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
idulatra,Sustantivo,idólatra,Español,,OK
idulatrìa,Sustantivo,idolatría,Español,,OK
ielu,Verbo,"helada, escarcha, hielo",Español,,OK
ierva,Sustantivo,"hierba, yerba",Español,,OK
ietru,Sustantivo,"agua helada, hielo",Español,,OK
ieu,Sustantivo,yo,Español,,OK
ija,Sustantivo,yo,Español,,OK
im,Sustantivo,en,Español,,OK
in,Sustantivo,en,Español,,OK
in estru,Sustantivo,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
in prìmisi,Verbo,"en primer lugar, antes de todo",Español,,OK
in secùndisi,Sustantivo,en segundo lugar,Español,,OK
in secùnnisi,Sustantivo,en segundo lugar,Español,,OK
in sicùnnisi,Sustantivo,en segundo lugar,Español,,OK
in tèrzisi,Sustantivo,en tercer lugar,Español,,OK
inca,Sustantivo,ma certamente,Italiano,,OK
inga,Sustantivo,tinta,Español,,OK
ingarratura,Sustantivo,segno lasciato a terra dalla ruota,Italiano,,OK
innaru,Sustantivo,enero,Español,,OK
interlazzu,Sustantivo,tráfico ilegal,Español,,OK
intra,Sustantivo,dentro,Español,,OK
intrallazzu,Sustantivo,tráfico ilegal,Español,,OK
intrillazzu,Sustantivo,tráfico ilegal,Español,,OK
intrita,Sustantivo,almendra (pelada),Español,,OK
ioca,Sustantivo,juegos,Español,,OK
iochi,Sustantivo,juegos,Español,,OK
iocu,Sustantivo,juego,Español,,OK
ioni,Sustantivo,yo,Español,,OK
ionnu,Sustantivo,día,Español,,OK
iornu,Sustantivo,día,Español,,OK
ippiricò,Sustantivo,"hipérico, hipericón (Hypericum perforatum), hierba de San Juan, corazoncillo",Español,,OK
ipèricu,Sustantivo,"hipérico, hipericón (Hypericum perforatum), hierba de San Juan, corazoncillo",Español,,OK
irbicedda,Sustantivo,"hierbita, yerbita",Español,,OK
iru,Verbo,lirón careto,Español,,OK
irvicedda,Sustantivo,"hierbita, yerbita",Español,,OK
isempiu,Sustantivo,ejemplo,Español,,OK
iso-,Sustantivo,iso-,Español,,OK
issiccà,Sustantivo,via di qua! (voce per allontanare gli animali),Italiano,,OK
ittena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
itu,Sustantivo,dedo,Español,,OK
iu,Sustantivo,yo,Español,,OK
iudiscu,Verbo,parte de carne que está cerca del costado de un bovino joven,Español,,OK
iugnu,Sustantivo,junio,Español,,OK
iussu,Sustantivo,derecho,Español,,OK
iuttena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
izzu,Sustantivo,"1. lumaca, 2. servo nato in casa",Italiano,,OK
iàcula,Sustantivo,águila,Español,,OK
ièriva,Sustantivo,"hierba, yerba",Español,,OK
ièrmitu,Verbo,puñado de espigas (ramo de espigas),Español,,OK
iò,Sustantivo,yo,Español,,OK
iòchira,Sustantivo,juegos,Español,,OK
iòcura,Sustantivo,juegos,Español,,OK
iùdici,Sustantivo,juez,Español,,OK
iùrici,Sustantivo,juez,Español,,OK
jacqua,Sustantivo,agua,Español,,OK
jaddina,Sustantivo,gallina,Español,,OK
jaddini,Sustantivo,gallinas,Español,,OK
jaddu,Sustantivo,gallo,Español,,OK
jadduffu,Sustantivo,gallito mal castrado,Español,,OK
jadduorfu,Sustantivo,gallito mal castrado,Español,,OK
jamma,Sustantivo,pierna,Español,,OK
jammi,Sustantivo,piernas,Español,,OK
jarda,Sustantivo,yarda,Español,,OK
jastima,Sustantivo,imprecación,Español,,OK
jattu,Sustantivo,gato,Español,,OK
jelu,Verbo,"helada, escarcha, hielo",Español,,OK
jerbi,Sustantivo,idioma yerbí,Español,,OK
jerva,Sustantivo,"hierba, yerba",Español,,OK
jetru,Sustantivo,"agua helada, hielo",Español,,OK
jettalapardi,Verbo,estafador,Español,,OK
jeu,Sustantivo,yo,Español,,OK
ji,Sustantivo,yo,Español,,OK
jia,Sustantivo,yo,Español,,OK
jinestra,Verbo,"ginesta, retama",Español,,OK
jini,Sustantivo,yo,Español,,OK
jinnaru,Sustantivo,enero,Español,,OK
jinostra,Verbo,"ginesta, retama",Español,,OK
jirmanu,Sustantivo,centeno,Español,,OK
jirvicedda,Sustantivo,"hierbita, yerbita",Español,,OK
jittena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
jitu,Sustantivo,dedo,Español,,OK
jo,Sustantivo,yo,Español,,OK
joca,Sustantivo,juegos,Español,,OK
jochi,Sustantivo,juegos,Español,,OK
jocu,Sustantivo,juego,Español,,OK
joni,Sustantivo,yo,Español,,OK
jonnu,Sustantivo,día,Español,,OK
jornu,Sustantivo,día,Español,,OK
ju,Sustantivo,yo,Español,,OK
judiscu,Verbo,parte de carne que está cerca del costado de un bovino joven,Español,,OK
jugnu,Sustantivo,junio,Español,,OK
jussu,Sustantivo,derecho,Español,,OK
juttena,Sustantivo,"muro bajo, murete, tapia baja",Español,,OK
jàcula,Sustantivo,águila,Español,,OK
jèriva,Sustantivo,"hierba, yerba",Español,,OK
jèrmitu,Verbo,puñado de espigas (ramo de espigas),Español,,OK
jìditu,Sustantivo,dedo,Español,,OK
jìditu dû pedi,Sustantivo,dedo del pie,Español,,OK
jìritu,Sustantivo,dedo,Español,,OK
jòchira,Sustantivo,juegos,Español,,OK
jòcura,Sustantivo,juegos,Español,,OK
jùdici,Sustantivo,juez,Español,,OK
jùrici,Sustantivo,juez,Español,,OK
labberintu,Sustantivo,laberinto,Español,,OK
labbirintu,Sustantivo,laberinto,Español,,OK
labbru,Sustantivo,labio,Español,,OK
laberintu,Sustantivo,laberinto,Español,,OK
labirintu,Sustantivo,laberinto,Español,,OK
lamia,Verbo,nome di alcuni pesci di brutto aspetto,Italiano,,OK
lammicu,Verbo,"1. alambique, 2. deseo intenso",Español,,OK
lampantuni,Sustantivo,"scioccone, persona poco sveglia",Italiano,,OK
lampasuni,Sustantivo,scioccone,Italiano,,OK
lampunazzu,Sustantivo,"1. mangione, 2. uomo vile",Italiano,,OK
lancedda,Conjunción/Adverbio,jarro de tierra cocida para el agua,Español,,OK
lapa,Sustantivo,abeja,Español,,OK
laparduni,Sustantivo,calabrone,Italiano,,OK
lapazza,Conjunción/Adverbio,"trozo de madera usado para reforzar puertas, ventanas",Español,,OK
lapisanu,Sustantivo,"erísimo (Erysimum officinale, Sisymbrium officinale)",Español,,OK
larunchiu,Sustantivo,rana,Español,,OK
lassaneddi,Sustantivo,"erísimo (Erysimum officinale, Sisymbrium officinale)",Español,,OK
lassanu,Sustantivo,"erísimo (Erysimum officinale, Sisymbrium officinale)",Español,,OK
lastra,Sustantivo,"Spartium villosum, Calicotome villosa",Español,,OK
latru,Sustantivo,ladrón,Español,,OK
lattera,Conjunción/Adverbio,bol para la leche /,Español,,OK
latti,Sustantivo,leche,Español,,OK
lattuca,Sustantivo,lechuga,Español,,OK
latu,Sustantivo,lado,Español,,OK
laurdedda,Sustantivo,"burchiello, burchio",Italiano,,OK
laurunchia,Sustantivo,rana,Español,,OK
laurunchiu,Sustantivo,rana,Español,,OK
lautedda,Sustantivo,"burchiello, burchio",Italiano,,OK
lavanca,Sustantivo,"corrimiento de tierras, avalancha",Español,,OK
lazzarinu,Sustantivo,uomo scaltro,Italiano,,OK
lemmu,Sustantivo,vasija grande,Español,,OK
lepuri,Sustantivo,grazia,Italiano,,OK
lettu,Sustantivo,cama,Español,,OK
libbanu,Verbo,"libano (corda), sorta di corda fatta di ampelodesmo",Italiano,,OK
libbru,Sustantivo,libro,Español,,OK
libru,Sustantivo,libro,Español,,OK
licciola,Sustantivo,"pez de limón (Seriosa dumerili, Seriola dumerili)",Español,,OK
licciolu,Sustantivo,"pez de limón (Seriosa dumerili, Seriola dumerili)",Español,,OK
licenza,Sustantivo,licencia,Español,,OK
licenzia,Sustantivo,licencia,Español,,OK
liceu,Sustantivo,"instituto, liceo",Español,,OK
liggenda,Sustantivo,leyenda,Español,,OK
liggenna,Sustantivo,leyenda,Español,,OK
liggenta,Sustantivo,leyenda,Español,,OK
lignu,Sustantivo,madera,Español,,OK
limarra,Sustantivo,"fango, lodo, limo",Español,,OK
limmicu,Verbo,"1. alambique, 2. deseo intenso",Español,,OK
limuni,Sustantivo,limón,Español,,OK
limòsina,Sustantivo,limosna,Español,,OK
lingua,Sustantivo,"1. lengua, 2. idioma",Español,,OK
lingulaca,Sustantivo,erba che nasce vicino alle fonti,Italiano,,OK
lirizza,Sustantivo,alegría,Español,,OK
liscìa,Sustantivo,lisciva,Italiano,,OK
lissi,Verbo,"fiancate di montagne erte, ma non scoscese (Castelbuono)",Italiano,,OK
lista,Sustantivo,lista,Español,,OK
listincu,Sustantivo,"lentisco, mata charneca (Pistacia lentiscus)",Español,,OK
litru,Sustantivo,litro,Español,,OK
littera,Sustantivo,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
litteri,Sustantivo,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
litteru,Sustantivo,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
littiratura,Sustantivo,literatura,Español,,OK
littori,Sustantivo,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
littura,Sustantivo,lectura,Español,,OK
liuni,Sustantivo,león,Español,,OK
liveddu,Sustantivo,nivel,Español,,OK
livellu,Sustantivo,nivel,Español,,OK
livigghia,Verbo,escoba,Español,,OK
lizioni,Sustantivo,lección,Español,,OK
lizzioni,Sustantivo,lección,Español,,OK
locu,Sustantivo,lugar,Español,,OK
loi loi,Sustantivo,in massa,Italiano,,OK
loia,Sustantivo,accozzaglia,Italiano,,OK
lollu,Sustantivo,tonto,Español,,OK
lona,Verbo,tessuto di cotone particolarmente resistente,Italiano,,OK
lubbirtina,Sustantivo,"coltre da morto, coltre mortuaria",Italiano,,OK
luca,Sustantivo,calca di gente che arraffa,Italiano,,OK
luffa,Verbo,crosta che si forma sulla testa dei bambini,Italiano,,OK
lugghiu,Sustantivo,julio,Español,,OK
lugliu,Sustantivo,julio,Español,,OK
lullu,Sustantivo,tonto,Español,,OK
lumera,Sustantivo,luz,Español,,OK
luna,Sustantivo,luna,Español,,OK
lungara,Verbo,sorta di rete grande per la pesca,Italiano,,OK
luni,Verbo,lunes,Español,,OK
luniddì,Verbo,lunes,Español,,OK
lunidìa,Verbo,lunes,Español,,OK
lupara,Verbo,escopeta recortada,Español,,OK
lupu,Sustantivo,lobo,Español,,OK
lusazzianu nfiriuri,Sustantivo,bajo sórabo ''m'',Español,,OK
lusazzianu supiriuri,Sustantivo,alto sórabo ''m'',Español,,OK
lusetu,Sustantivo,usignuolo,Italiano,,OK
lussu,Sustantivo,lujo,Español,,OK
làbbisi,Sustantivo,lápiz,Español,,OK
làfia,Sustantivo,"comportamento amanerado, comportamento afectado, mimo",Español,,OK
làganu,Verbo,"árbol casto (Vitex agnus castus), pimiento de los monjes",Español,,OK
làpisi,Sustantivo,lápiz,Español,,OK
làppana,Sustantivo,merlo (Labrus merula o Labrus turdus),Español,,OK
làppara,Sustantivo,"carne sin consistencia,",Español,,OK
làppuni d'Inari,Sustantivo,idioma lapón de Inari,Español,,OK
làppuni sittintriunali,Sustantivo,idioma lapón del norte,Español,,OK
làuru,Sustantivo,laurel,Español,,OK
lècuru,Sustantivo,fringuello (Fringilla coelebs),Italiano,,OK
lèddira,Sustantivo,hiedra,Español,,OK
lèfanu,Sustantivo,"sorta di aragosta, locusta maschio",Italiano,,OK
lèllira,Sustantivo,hiedra,Español,,OK
lìcuru,Sustantivo,un tipo di uccello,Italiano,,OK
lìffia,Sustantivo,"comportamento amanerado, comportamento afectado, mimo",Español,,OK
m pizzu,Sustantivo,en el borde,Español,,OK
ma,Sustantivo,pero,Español,,OK
maasenu,Sustantivo,"almacén, depósito",Español,,OK
macaduru,Sustantivo,luogo di riunione per conversazioni o passatempi,Italiano,,OK
macalucu,Sustantivo,ornitogalo,Italiano,,OK
macaluffu,Sustantivo,compenso che si da al banditore dell'incanto,Italiano,,OK
macaluggiu,Sustantivo,cotone avulso dal seme,Italiano,,OK
macari,Sustantivo,"también, igualmente / ¡ojalá!",Español,,OK
macaruru,Sustantivo,luogo di riunione per conversazioni o passatempi,Italiano,,OK
maccarìa,Sustantivo,calma di mare,Italiano,,OK
maccaturi,Sustantivo,gran pañuelo colorado multiuso,Español,,OK
macchera,Sustantivo,"strage, rovina, disastro, macello, eccidio",Italiano,,OK
macchia,Sustantivo,monte bajo / mancha,Español,,OK
maduni,Sustantivo,ladrillo,Español,,OK
mafaruni,Sustantivo,pequeño plato hondo,Español,,OK
magaduru,Sustantivo,luogo di riunione per conversazioni o passatempi,Italiano,,OK
magaluffu,Sustantivo,compenso che si da al banditore dell'incanto,Italiano,,OK
magararu,Verbo,pranzo nuziale a base di carne (nel trapanese),Italiano,,OK
magasenu,Sustantivo,"almacén, depósito",Español,,OK
maggiu,Sustantivo,mayo,Español,,OK
magna,Sustantivo,"pompa, elegancia, pomposidad, magnificencia",Español,,OK
magnusa,Verbo,pesce martello,Italiano,,OK
maguggiu,Verbo,"gancio appuntito, per tirare la stoppa dalle commessure delle barche",Italiano,,OK
mai,Sustantivo,nunca,Español,,OK
mai sìa,Sustantivo,"che non sia mai!, giammai!",Italiano,,OK
maistru,Verbo,maestro (profesor),Español,,OK
maiu,Sustantivo,mayo,Español,,OK
maju,Sustantivo,mayo,Español,,OK
mala carni,Sustantivo,persona de mala vida,Español,,OK
mala gana,Verbo,"indiferencia, desinterés, con poco gusto",Español,,OK
mala matinata,Sustantivo,mala mañana,Español,,OK
mala minnitta,Sustantivo,"matanza, masacre",Español,,OK
mala nova,Sustantivo,"mala nueva, mala noticia",Español,,OK
mala spina,Adjetivo,hombre malo,Español,,OK
malacarni,Sustantivo,persona de mala vida,Español,,OK
malagana,Verbo,"indiferencia, desinterés, con poco gusto",Español,,OK
malamatinata,Sustantivo,mala mañana,Español,,OK
malaminnitta,Sustantivo,"matanza, masacre",Español,,OK
malamuzzina,Sustantivo,cattiva razza,Italiano,,OK
malandrinu,Sustantivo,malandrín,Español,,OK
malanova,Sustantivo,mala nueva,Español,,OK
malantrinu,Sustantivo,malandrín,Español,,OK
malarazza,Sustantivo,Italiano,Español,,OK
malaspina,Adjetivo,hombre malo,Español,,OK
malassata,Sustantivo,frittata d'uova,Italiano,,OK
malatìa,Sustantivo,enfermedad,Español,,OK
mali,Verbo,mal / males,Español,,OK
malicaducu,Verbo,"mal caduco|malcaduco, epilessia",Italiano,,OK
malicatubbu,Verbo,"mal caduco|malcaduco, epilessia",Italiano,,OK
malidigni,Sustantivo,¡gente indigna!,Español,,OK
malidizzioni,Sustantivo,maldición,Español,,OK
malidizziuoni,Sustantivo,maldición,Español,,OK
malirigni,Sustantivo,¡gente indigna!,Español,,OK
malu pezzu,Verbo,persona deshonesta,Español,,OK
malubbarru,Sustantivo,capriccio,Italiano,,OK
malucavatu,Sustantivo,"malcostruito, malfatto, non sviluppato",Italiano,,OK
malupezzu,Verbo,persona deshonesta,Español,,OK
malàfia,Sustantivo,"seta scadente, cattivi bozzoli",Italiano,,OK
malàfria,Sustantivo,"seta scadente, cattivi bozzoli",Italiano,,OK
malàscani,Sustantivo,"diavolo!, diascane!, diascolo!",Italiano,,OK
mamma,Sustantivo,"mamá, madre",Español,,OK
mamunetti,Verbo,estremità di scarmi e d'ossature sporgenti sopra i castelli delle navi,Italiano,,OK
manca,Verbo,"izquierda, siniestra",Español,,OK
manciammàtula,Sustantivo,scroccone,Italiano,,OK
manciarizzu,Sustantivo,mangiata smoderata,Italiano,,OK
manciata,Sustantivo,mangiata,Italiano,,OK
mancu,Sustantivo,tampoco,Español,,OK
mandali,Sustantivo,saliscendi,Italiano,,OK
mandracchiu,Verbo,"pecorile, luogo per ricoverarvi le bestie, posto dove le pecore e le capre vengono raccolte per essere munte",Italiano,,OK
manera,Sustantivo,"modo, manera",Español,,OK
manfruni,Sustantivo,"mangione, ragazzo tarchiato e paffuto",Italiano,,OK
manganaru,Sustantivo,chi lavora cavando seta dai bozzoli,Italiano,,OK
mangunaru,Sustantivo,"1. infingardo, prigro, scanzafatiche, poltrone",Italiano,,OK
mangunarìa,Sustantivo,tardanza,Italiano,,OK
maniata,Sustantivo,"orma, traccia di selvaggina, o d'altri animali, o di uomo",Italiano,,OK
manizza,Sustantivo,specie di guanto senza dita,Italiano,,OK
mannaia,Sustantivo,joder (exclamación),Español,,OK
mannaja,Sustantivo,joder (exclamación),Español,,OK
mannicedda,Sustantivo,piccolo lucignolo,Italiano,,OK
manorchia,Sustantivo,"coperchiella, frode, fraude (dal latino ""fraus""), coperta, o altra simile cosa,",Italiano,,OK
manunca,Sustantivo,moncherino,Italiano,,OK
manìmuli manìmuli,Verbo,presto presto,Italiano,,OK
mappapani,Sustantivo,scarafaggio,Italiano,,OK
mappina,Sustantivo,"trapo de cocina, paño",Español,,OK
maragghiuni,Sustantivo,morena macho,Español,,OK
maramma,Sustantivo,"1. muratura, muramento, fabbrica, 2. il murare, il fabbricare",Italiano,,OK
marascata,Verbo,"1. marea: mare crescente, gonfio, corrente del mare, 2. vento, 3. avversità / 2. cold and intense wind from north-west",Italiano,,OK
marchiggiu,Sustantivo,"tranello, insidia, inganno, trabocchetto, trappola",Italiano,,OK
marciapedi,Sustantivo,acera,Español,,OK
marfarata,Sustantivo,cosa disdicevole,Italiano,,OK
margagghiuni,Sustantivo,morena macho,Español,,OK
margu,Sustantivo,ingorgo,Italiano,,OK
margunata,Sustantivo,paglia sventolata e ammonticchiata sulla sponda dell'aia,Italiano,,OK
mari,Sustantivo,mar / idioma mari,Español,,OK
mariolu,Sustantivo,guimbarda (instrumento),Español,,OK
maritu,Verbo,"marido, esposo",Español,,OK
marmaruca,Verbo,"stizza, collera , rabbia, irritazione, disappunto",Italiano,,OK
marozzu,Sustantivo,"piccolo insetto simile alla chiocciola senza il guscio che danneggia le piante degli ortaggi, lumaca, bruco",Italiano,,OK
marpapani,Sustantivo,scarafaggio,Italiano,,OK
marpapanu,Sustantivo,scarafaggio,Italiano,,OK
marranchineddu,Sustantivo,ladroncello,Italiano,,OK
marranzanu,Sustantivo,guimbarda (instrumento),Español,,OK
marrubbia,Sustantivo,flusso di mare,Italiano,,OK
marruggiu,Sustantivo,mango (de herramienta),Español,,OK
marti,Verbo,martes,Español,,OK
martidìa,Verbo,martes,Español,,OK
martinella,Sustantivo,macchinazione,Italiano,,OK
martuffu,Sustantivo,uomo grossolano,Italiano,,OK
martuzzu,Sustantivo,uomo brutto,Italiano,,OK
marucortusiu,Sustantivo,"maro (Teucrium marum), teucrio",Italiano,,OK
marufella,Sustantivo,il sughero di migliore qualità,Italiano,,OK
marzu,Sustantivo,marzo,Español,,OK
maràfuli,Sustantivo,rimasugli di baco da seta,Italiano,,OK
masciareri,Sustantivo,arruffone,Italiano,,OK
mascu,Sustantivo,bomba,Español,,OK
massaru,Sustantivo,granjero,Español,,OK
mastriddu,Sustantivo,boccino,Italiano,,OK
mastru,Verbo,maestro (profesor),Español,,OK
masè,Sustantivo,vieni qua!,Italiano,,OK
matacubbu,Sustantivo,zappa,Italiano,,OK
matalottu,Sustantivo,"giubberello, giubbetto",Italiano,,OK
mataroccu,Sustantivo,vivanda fatta di zucca ammaccata,Italiano,,OK
matina,Sustantivo,mañana (en el día),Español,,OK
matruni,Verbo,"indigestión, mala digestión, pesadez de estómago",Español,,OK
matruzza,Sustantivo,ovaia,Italiano,,OK
mattumi,Sustantivo,composto di ghiaia e calce assodate insieme,Italiano,,OK
mauggiu,Sustantivo,gancio appuntito,Italiano,,OK
maula,Sustantivo,imbroglio,Italiano,,OK
mauliata,Sustantivo,imbroglio,Italiano,,OK
maumettumilia,Verbo,Maometto mio signore! (nel trapanese),Italiano,,OK
mazzaredda,Sustantivo,feccia d'olio,Italiano,,OK
mazzareddu,Sustantivo,stecca da calzolaio,Italiano,,OK
mazzuni,Sustantivo,tutte le interiora del giovenco,Italiano,,OK
mbaravalli,Sustantivo,"alla mal'ora, in mal'ora",Italiano,,OK
mbastu,Sustantivo,urto,Italiano,,OK
mbriacheddi,Sustantivo,madroños,Español,,OK
