Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
gileppu,Pronombre,julepe,Español,,OK
ginestra,Pronombre,"ginesta, retama",Español,,OK
ginisi,Pronombre,polvo de carbón,Español,,OK
gintìmulu,Pronombre,mulino mosso da giumenti,Italiano,,OK
gio-,Pronombre,geo-,Español,,OK
giocu,Pronombre,juego,Español,,OK
gioppu,Pronombre,"1. coccola dura, 2. insetto racchiuso a pallina",Italiano,,OK
giornu,Pronombre,día,Español,,OK
gira,Pronombre,remolacha (Beta vulgaris),Español,,OK
giraffa,Pronombre,jirafa,Español,,OK
girana,Pronombre,rana,Español,,OK
girani,Pronombre,ranas,Español,,OK
giravaneddi,Pronombre,vago,Español,,OK
girbigghiuni,Pronombre,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
giriavaneddi,Pronombre,vago,Español,,OK
girmanu,Pronombre,centeno,Español,,OK
girsuminu,Pronombre,jazmín,Español,,OK
gisira,Pronombre,isla,Español,,OK
giugali,Pronombre,"quantità di gioie, filze di gioie",Italiano,,OK
giugnu,Pronombre,junio,Español,,OK
giuleppu,Pronombre,julepe,Español,,OK
giurana,Pronombre,rana,Español,,OK
giurani,Pronombre,ranas,Español,,OK
giuranna,Pronombre,rana,Español,,OK
giuranni,Pronombre,ranas,Español,,OK
giurnu,Pronombre,día,Español,,OK
giustalisa,Pronombre,sorta di grano dalle spighe senza reste,Italiano,,OK
giustulisa,Pronombre,sorta di grano dalle spighe senza reste,Italiano,,OK
giàmmira,Pronombre,bacino di raccolta dell'acqua sopra il mulino,Italiano,,OK
giùggiula,Pronombre,ampelodesma mauritanica (Ampelodesmos mauritanicus),Español,,OK
giùrgiula,Pronombre,ampelodesma mauritanica (Ampelodesmos mauritanicus),Español,,OK
glottu-,Pronombre,gloto-,Español,,OK
gnefu,Pronombre,buono a nulla,Italiano,,OK
gnesta,Pronombre,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
gnestra,Pronombre,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
gnignali,Pronombre,feto d'animali,Italiano,,OK
gnignu,Pronombre,ricciolo,Italiano,,OK
gnirri,Pronombre,dispuesto para hacer la guerra,Español,,OK
gnugnu,Pronombre,junio,Español,,OK
gnàcchiti,Pronombre,espressione usata quando non si vuò dire una cosa (Pasqualino),Italiano,,OK
gola,Pronombre,garganta,Español,,OK
gonna,Pronombre,falda,Español,,OK
grada,Pronombre,gran puerta (arquitectura),Español,,OK
graduni,Pronombre,gran puerta (arquitectura),Español,,OK
grammu,Pronombre,gramo,Español,,OK
grammuciu,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
grammusciu,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
granciufudduni,Pronombre,"error, equivocación",Español,,OK
granu,Pronombre,trigo,Español,,OK
granza,Pronombre,afrecho y harina,Español,,OK
grara,Pronombre,gran puerta (arquitectura),Español,,OK
graruni,Pronombre,gran puerta (arquitectura),Español,,OK
grassotta,Pronombre,"1. martinete común (Nycticorax nycticorax), garza bruja, guaco, 2. garcilla cangrejera (Ardeola ralloides)",Español,,OK
grassottu,Pronombre,"1. martinete común (Nycticorax nycticorax), garza bruja, guaco, 2. garcilla cangrejera (Ardeola ralloides)",Español,,OK
grassòttula,Pronombre,"1. martinete común (Nycticorax nycticorax), garza bruja, guaco, 2. garcilla cangrejera (Ardeola ralloides)",Español,,OK
grasta,Pronombre,florero para plantar flores,Español,,OK
gravia,Pronombre,arnese che tiene sospesi oggetti pesanti,Italiano,,OK
gravina,Pronombre,letto del fiume,Italiano,,OK
grazia,Pronombre,gracia,Español,,OK
grazzia,Pronombre,gracia,Español,,OK
griddu,Pronombre,grillo,Español,,OK
groi,Pronombre,grulla común (Grus grus),Español,,OK
gruppu,Pronombre,nudo / grupo,Español,,OK
grò,Pronombre,grulla común (Grus grus),Español,,OK
guaiana,Pronombre,cáscara,Español,,OK
guajana,Pronombre,cáscara,Español,,OK
guanciu,Pronombre,idioma guanche,Español,,OK
guerra,Pronombre,guerra,Español,,OK
gugghia,Pronombre,aguja (herramienta),Español,,OK
gula,Pronombre,garganta,Español,,OK
guvernu,Pronombre,gobierno,Español,,OK
guviernu,Pronombre,gobierno,Español,,OK
guzzu,Pronombre,"cachorro de perro, perrito",Español,,OK
gàipa,Pronombre,"gaviota, gavia",Español,,OK
gàiula,Pronombre,raspallón (Diplodus annularis),Español,,OK
gàjula,Pronombre,raspallón (Diplodus annularis),Español,,OK
gàngamu,Pronombre,rete da pescare,Italiano,,OK
gànguli,Pronombre,castañas secas (castañas asadas),Español,,OK
gàrbula,Pronombre,cerchio d'assi sottili attorno ai crivelli,Italiano,,OK
gàsinu,Pronombre,"burro, asno",Español,,OK
gìcaru,Pronombre,"arum italicum (planta), aro, yaro, jumillo, candiles",Español,,OK
ia,Pronombre,yo,Español,,OK
iacqua,Pronombre,agua:,Español,,OK
iaddina,Pronombre,gallina,Español,,OK
iaddini,Pronombre,gallinas,Español,,OK
iaddu,Pronombre,gallo,Español,,OK
iadduffu,Pronombre,gallito mal castrado,Español,,OK
iadduorfu,Pronombre,gallito mal castrado,Español,,OK
iamma,Pronombre,pierna,Español,,OK
iammi,Pronombre,piernas,Español,,OK
iastima,Pronombre,"imprecación, maldición",Español,,OK
iattu,Pronombre,gato,Español,,OK
icchena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
idulatra,Pronombre,idólatra,Español,,OK
idulatrìa,Pronombre,idolatría,Español,,OK
ielu,Pronombre,"helada, escarcha, hielo",Español,,OK
ierva,Pronombre,"hierba, yerba",Español,,OK
ietru,Pronombre,"agua helada, hielo",Español,,OK
ieu,Pronombre,yo,Español,,OK
ija,Pronombre,yo,Español,,OK
im,Pronombre,en,Español,,OK
in,Pronombre,en,Español,,OK
in estru,Pronombre,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
in prìmisi,Pronombre,"en primer lugar, antes de todo",Español,,OK
in secùndisi,Pronombre,en segundo lugar,Español,,OK
in secùnnisi,Pronombre,en segundo lugar,Español,,OK
in sicùnnisi,Pronombre,en segundo lugar,Español,,OK
in tèrzisi,Pronombre,en tercer lugar,Español,,OK
inca,Pronombre,ma certamente,Italiano,,OK
inga,Pronombre,tinta,Español,,OK
ingarratura,Pronombre,segno lasciato a terra dalla ruota,Italiano,,OK
innaru,Pronombre,enero,Español,,OK
interlazzu,Pronombre,tráfico ilegal,Español,,OK
intra,Pronombre,dentro,Español,,OK
intrallazzu,Pronombre,tráfico ilegal,Español,,OK
intrillazzu,Pronombre,tráfico ilegal,Español,,OK
intrita,Pronombre,almendra (pelada),Español,,OK
ioca,Pronombre,juegos,Español,,OK
iochi,Pronombre,juegos,Español,,OK
iocu,Pronombre,juego,Español,,OK
ioni,Pronombre,yo,Español,,OK
ionnu,Pronombre,día,Español,,OK
iornu,Pronombre,día,Español,,OK
ippiricò,Pronombre,"hipérico, hipericón (Hypericum perforatum), hierba de San Juan, corazoncillo",Español,,OK
ipèricu,Pronombre,"hipérico, hipericón (Hypericum perforatum), hierba de San Juan, corazoncillo",Español,,OK
irbicedda,Pronombre,"hierbita, yerbita",Español,,OK
iru,Pronombre,lirón careto,Español,,OK
irvicedda,Pronombre,"hierbita, yerbita",Español,,OK
isempiu,Pronombre,ejemplo,Español,,OK
iso-,Pronombre,iso-,Español,,OK
issiccà,Pronombre,via di qua! (voce per allontanare gli animali),Italiano,,OK
ittena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
itu,Pronombre,dedo,Español,,OK
iu,Pronombre,yo,Español,,OK
iudiscu,Pronombre,parte de carne que está cerca del costado de un bovino joven,Español,,OK
iugnu,Pronombre,junio,Español,,OK
iussu,Pronombre,derecho,Español,,OK
iuttena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
izzu,Pronombre,"1. lumaca, 2. servo nato in casa",Italiano,,OK
iàcula,Pronombre,águila,Español,,OK
ièriva,Pronombre,"hierba, yerba",Español,,OK
ièrmitu,Pronombre,puñado de espigas (ramo de espigas),Español,,OK
iò,Pronombre,yo,Español,,OK
iòchira,Pronombre,juegos,Español,,OK
iòcura,Pronombre,juegos,Español,,OK
iùdici,Pronombre,juez,Español,,OK
iùrici,Pronombre,juez,Español,,OK
jacqua,Pronombre,agua,Español,,OK
jaddina,Pronombre,gallina,Español,,OK
jaddini,Pronombre,gallinas,Español,,OK
jaddu,Pronombre,gallo,Español,,OK
jadduffu,Pronombre,gallito mal castrado,Español,,OK
jadduorfu,Pronombre,gallito mal castrado,Español,,OK
jamma,Pronombre,pierna,Español,,OK
jammi,Pronombre,piernas,Español,,OK
jarda,Pronombre,yarda,Español,,OK
jastima,Pronombre,imprecación,Español,,OK
jattu,Pronombre,gato,Español,,OK
jelu,Pronombre,"helada, escarcha, hielo",Español,,OK
jerbi,Pronombre,idioma yerbí,Español,,OK
jerva,Pronombre,"hierba, yerba",Español,,OK
jetru,Pronombre,"agua helada, hielo",Español,,OK
jettalapardi,Pronombre,estafador,Español,,OK
jeu,Pronombre,yo,Español,,OK
ji,Pronombre,yo,Español,,OK
jia,Pronombre,yo,Español,,OK
jinestra,Pronombre,"ginesta, retama",Español,,OK
jini,Pronombre,yo,Español,,OK
jinnaru,Pronombre,enero,Español,,OK
jinostra,Pronombre,"ginesta, retama",Español,,OK
jirmanu,Pronombre,centeno,Español,,OK
jirvicedda,Pronombre,"hierbita, yerbita",Español,,OK
jittena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
jitu,Pronombre,dedo,Español,,OK
jo,Pronombre,yo,Español,,OK
joca,Pronombre,juegos,Español,,OK
jochi,Pronombre,juegos,Español,,OK
jocu,Pronombre,juego,Español,,OK
joni,Pronombre,yo,Español,,OK
jonnu,Pronombre,día,Español,,OK
jornu,Pronombre,día,Español,,OK
ju,Pronombre,yo,Español,,OK
judiscu,Pronombre,parte de carne que está cerca del costado de un bovino joven,Español,,OK
jugnu,Pronombre,junio,Español,,OK
jussu,Pronombre,derecho,Español,,OK
juttena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
jàcula,Pronombre,águila,Español,,OK
jèriva,Pronombre,"hierba, yerba",Español,,OK
jèrmitu,Pronombre,puñado de espigas (ramo de espigas),Español,,OK
jìditu,Pronombre,dedo,Español,,OK
jìditu dû pedi,Pronombre,dedo del pie,Español,,OK
jìritu,Pronombre,dedo,Español,,OK
jòchira,Pronombre,juegos,Español,,OK
jòcura,Pronombre,juegos,Español,,OK
jùdici,Pronombre,juez,Español,,OK
jùrici,Pronombre,juez,Español,,OK
labberintu,Pronombre,laberinto,Español,,OK
labbirintu,Pronombre,laberinto,Español,,OK
labbru,Pronombre,labio,Español,,OK
laberintu,Pronombre,laberinto,Español,,OK
labirintu,Pronombre,laberinto,Español,,OK
lamia,Pronombre,nome di alcuni pesci di brutto aspetto,Italiano,,OK
lammicu,Pronombre,"1. alambique, 2. deseo intenso",Español,,OK
lampantuni,Pronombre,"scioccone, persona poco sveglia",Italiano,,OK
lampasuni,Pronombre,scioccone,Italiano,,OK
lampunazzu,Pronombre,"1. mangione, 2. uomo vile",Italiano,,OK
lancedda,Pronombre,jarro de tierra cocida para el agua,Español,,OK
lapa,Pronombre,abeja,Español,,OK
laparduni,Pronombre,calabrone,Italiano,,OK
lapazza,Pronombre,"trozo de madera usado para reforzar puertas, ventanas",Español,,OK
lapisanu,Pronombre,"erísimo (Erysimum officinale, Sisymbrium officinale)",Español,,OK
larunchiu,Pronombre,rana,Español,,OK
lassaneddi,Pronombre,"erísimo (Erysimum officinale, Sisymbrium officinale)",Español,,OK
lassanu,Pronombre,"erísimo (Erysimum officinale, Sisymbrium officinale)",Español,,OK
lastra,Pronombre,"Spartium villosum, Calicotome villosa",Español,,OK
latru,Pronombre,ladrón,Español,,OK
lattera,Pronombre,bol para la leche /,Español,,OK
latti,Pronombre,leche,Español,,OK
lattuca,Pronombre,lechuga,Español,,OK
latu,Pronombre,lado,Español,,OK
laurdedda,Pronombre,"burchiello, burchio",Italiano,,OK
laurunchia,Pronombre,rana,Español,,OK
laurunchiu,Pronombre,rana,Español,,OK
lautedda,Pronombre,"burchiello, burchio",Italiano,,OK
lavanca,Pronombre,"corrimiento de tierras, avalancha",Español,,OK
lazzarinu,Pronombre,uomo scaltro,Italiano,,OK
lemmu,Pronombre,vasija grande,Español,,OK
lepuri,Pronombre,grazia,Italiano,,OK
lettu,Pronombre,cama,Español,,OK
libbanu,Pronombre,"libano (corda), sorta di corda fatta di ampelodesmo",Italiano,,OK
libbru,Pronombre,libro,Español,,OK
libru,Pronombre,libro,Español,,OK
licciola,Pronombre,"pez de limón (Seriosa dumerili, Seriola dumerili)",Español,,OK
licciolu,Pronombre,"pez de limón (Seriosa dumerili, Seriola dumerili)",Español,,OK
licenza,Pronombre,licencia,Español,,OK
licenzia,Pronombre,licencia,Español,,OK
liceu,Pronombre,"instituto, liceo",Español,,OK
liggenda,Pronombre,leyenda,Español,,OK
liggenna,Pronombre,leyenda,Español,,OK
liggenta,Pronombre,leyenda,Español,,OK
lignu,Pronombre,madera,Español,,OK
limarra,Pronombre,"fango, lodo, limo",Español,,OK
limmicu,Pronombre,"1. alambique, 2. deseo intenso",Español,,OK
limuni,Pronombre,limón,Español,,OK
limòsina,Pronombre,limosna,Español,,OK
lingua,Pronombre,"1. lengua, 2. idioma",Español,,OK
lingulaca,Pronombre,erba che nasce vicino alle fonti,Italiano,,OK
lirizza,Pronombre,alegría,Español,,OK
liscìa,Pronombre,lisciva,Italiano,,OK
lissi,Pronombre,"fiancate di montagne erte, ma non scoscese (Castelbuono)",Italiano,,OK
lista,Pronombre,lista,Español,,OK
listincu,Pronombre,"lentisco, mata charneca (Pistacia lentiscus)",Español,,OK
litru,Pronombre,litro,Español,,OK
littera,Pronombre,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
litteri,Pronombre,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
litteru,Pronombre,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
littiratura,Pronombre,literatura,Español,,OK
littori,Pronombre,"seconda muta del baco da seta, seconda spoglia del baco da seta",Italiano,,OK
littura,Pronombre,lectura,Español,,OK
liuni,Pronombre,león,Español,,OK
liveddu,Pronombre,nivel,Español,,OK
livellu,Pronombre,nivel,Español,,OK
livigghia,Pronombre,escoba,Español,,OK
lizioni,Pronombre,lección,Español,,OK
lizzioni,Pronombre,lección,Español,,OK
locu,Pronombre,lugar,Español,,OK
loi loi,Pronombre,in massa,Italiano,,OK
loia,Pronombre,accozzaglia,Italiano,,OK
lollu,Pronombre,tonto,Español,,OK
lona,Pronombre,tessuto di cotone particolarmente resistente,Italiano,,OK
lubbirtina,Pronombre,"coltre da morto, coltre mortuaria",Italiano,,OK
luca,Pronombre,calca di gente che arraffa,Italiano,,OK
luffa,Pronombre,crosta che si forma sulla testa dei bambini,Italiano,,OK
lugghiu,Pronombre,julio,Español,,OK
lugliu,Pronombre,julio,Español,,OK
lullu,Pronombre,tonto,Español,,OK
lumera,Pronombre,luz,Español,,OK
luna,Pronombre,luna,Español,,OK
lungara,Pronombre,sorta di rete grande per la pesca,Italiano,,OK
luni,Pronombre,lunes,Español,,OK
luniddì,Pronombre,lunes,Español,,OK
lunidìa,Pronombre,lunes,Español,,OK
lupara,Pronombre,escopeta recortada,Español,,OK
lupu,Pronombre,lobo,Español,,OK
lusazzianu nfiriuri,Pronombre,bajo sórabo ''m'',Español,,OK
lusazzianu supiriuri,Pronombre,alto sórabo ''m'',Español,,OK
lusetu,Pronombre,usignuolo,Italiano,,OK
lussu,Pronombre,lujo,Español,,OK
làbbisi,Pronombre,lápiz,Español,,OK
làfia,Pronombre,"comportamento amanerado, comportamento afectado, mimo",Español,,OK
làganu,Pronombre,"árbol casto (Vitex agnus castus), pimiento de los monjes",Español,,OK
làpisi,Pronombre,lápiz,Español,,OK
làppana,Pronombre,merlo (Labrus merula o Labrus turdus),Español,,OK
làppara,Pronombre,"carne sin consistencia,",Español,,OK
làppuni d'Inari,Pronombre,idioma lapón de Inari,Español,,OK
làppuni sittintriunali,Pronombre,idioma lapón del norte,Español,,OK
làuru,Pronombre,laurel,Español,,OK
lècuru,Pronombre,fringuello (Fringilla coelebs),Italiano,,OK
lèddira,Pronombre,hiedra,Español,,OK
lèfanu,Pronombre,"sorta di aragosta, locusta maschio",Italiano,,OK
lèllira,Pronombre,hiedra,Español,,OK
lìcuru,Pronombre,un tipo di uccello,Italiano,,OK
lìffia,Pronombre,"comportamento amanerado, comportamento afectado, mimo",Español,,OK
m pizzu,Pronombre,en el borde,Español,,OK
ma,Pronombre,pero,Español,,OK
maasenu,Pronombre,"almacén, depósito",Español,,OK
macaduru,Pronombre,luogo di riunione per conversazioni o passatempi,Italiano,,OK
macalucu,Pronombre,ornitogalo,Italiano,,OK
macaluffu,Pronombre,compenso che si da al banditore dell'incanto,Italiano,,OK
macaluggiu,Pronombre,cotone avulso dal seme,Italiano,,OK
macari,Pronombre,"también, igualmente / ¡ojalá!",Español,,OK
macaruru,Pronombre,luogo di riunione per conversazioni o passatempi,Italiano,,OK
maccarìa,Pronombre,calma di mare,Italiano,,OK
maccaturi,Pronombre,gran pañuelo colorado multiuso,Español,,OK
macchera,Pronombre,"strage, rovina, disastro, macello, eccidio",Italiano,,OK
macchia,Pronombre,monte bajo / mancha,Español,,OK
maduni,Pronombre,ladrillo,Español,,OK
mafaruni,Pronombre,pequeño plato hondo,Español,,OK
magaduru,Pronombre,luogo di riunione per conversazioni o passatempi,Italiano,,OK
magaluffu,Pronombre,compenso che si da al banditore dell'incanto,Italiano,,OK
magararu,Pronombre,pranzo nuziale a base di carne (nel trapanese),Italiano,,OK
magasenu,Pronombre,"almacén, depósito",Español,,OK
maggiu,Pronombre,mayo,Español,,OK
magna,Pronombre,"pompa, elegancia, pomposidad, magnificencia",Español,,OK
magnusa,Pronombre,pesce martello,Italiano,,OK
maguggiu,Pronombre,"gancio appuntito, per tirare la stoppa dalle commessure delle barche",Italiano,,OK
mai,Pronombre,nunca,Español,,OK
mai sìa,Pronombre,"che non sia mai!, giammai!",Italiano,,OK
maistru,Pronombre,maestro (profesor),Español,,OK
maiu,Pronombre,mayo,Español,,OK
maju,Pronombre,mayo,Español,,OK
mala carni,Pronombre,persona de mala vida,Español,,OK
mala gana,Pronombre,"indiferencia, desinterés, con poco gusto",Español,,OK
mala matinata,Pronombre,mala mañana,Español,,OK
mala minnitta,Pronombre,"matanza, masacre",Español,,OK
mala nova,Pronombre,"mala nueva, mala noticia",Español,,OK
mala spina,Pronombre,hombre malo,Español,,OK
malacarni,Pronombre,persona de mala vida,Español,,OK
malagana,Pronombre,"indiferencia, desinterés, con poco gusto",Español,,OK
malamatinata,Pronombre,mala mañana,Español,,OK
malaminnitta,Pronombre,"matanza, masacre",Español,,OK
malamuzzina,Pronombre,cattiva razza,Italiano,,OK
malandrinu,Pronombre,malandrín,Español,,OK
malanova,Pronombre,mala nueva,Español,,OK
malantrinu,Pronombre,malandrín,Español,,OK
malarazza,Pronombre,Italiano,Español,,OK
malaspina,Pronombre,hombre malo,Español,,OK
malassata,Pronombre,frittata d'uova,Italiano,,OK
malatìa,Pronombre,enfermedad,Español,,OK
mali,Pronombre,mal / males,Español,,OK
malicaducu,Pronombre,"mal caduco|malcaduco, epilessia",Italiano,,OK
malicatubbu,Pronombre,"mal caduco|malcaduco, epilessia",Italiano,,OK
malidigni,Pronombre,¡gente indigna!,Español,,OK
malidizzioni,Pronombre,maldición,Español,,OK
malidizziuoni,Pronombre,maldición,Español,,OK
malirigni,Pronombre,¡gente indigna!,Español,,OK
malu pezzu,Pronombre,persona deshonesta,Español,,OK
malubbarru,Pronombre,capriccio,Italiano,,OK
malucavatu,Pronombre,"malcostruito, malfatto, non sviluppato",Italiano,,OK
malupezzu,Pronombre,persona deshonesta,Español,,OK
malàfia,Pronombre,"seta scadente, cattivi bozzoli",Italiano,,OK
malàfria,Pronombre,"seta scadente, cattivi bozzoli",Italiano,,OK
malàscani,Pronombre,"diavolo!, diascane!, diascolo!",Italiano,,OK
mamma,Pronombre,"mamá, madre",Español,,OK
mamunetti,Pronombre,estremità di scarmi e d'ossature sporgenti sopra i castelli delle navi,Italiano,,OK
manca,Pronombre,"izquierda, siniestra",Español,,OK
manciammàtula,Pronombre,scroccone,Italiano,,OK
manciarizzu,Pronombre,mangiata smoderata,Italiano,,OK
manciata,Pronombre,mangiata,Italiano,,OK
mancu,Pronombre,tampoco,Español,,OK
mandali,Pronombre,saliscendi,Italiano,,OK
mandracchiu,Pronombre,"pecorile, luogo per ricoverarvi le bestie, posto dove le pecore e le capre vengono raccolte per essere munte",Italiano,,OK
manera,Pronombre,"modo, manera",Español,,OK
manfruni,Pronombre,"mangione, ragazzo tarchiato e paffuto",Italiano,,OK
manganaru,Pronombre,chi lavora cavando seta dai bozzoli,Italiano,,OK
mangunaru,Pronombre,"1. infingardo, prigro, scanzafatiche, poltrone",Italiano,,OK
mangunarìa,Pronombre,tardanza,Italiano,,OK
maniata,Pronombre,"orma, traccia di selvaggina, o d'altri animali, o di uomo",Italiano,,OK
manizza,Pronombre,specie di guanto senza dita,Italiano,,OK
mannaia,Pronombre,joder (exclamación),Español,,OK
mannaja,Pronombre,joder (exclamación),Español,,OK
mannicedda,Pronombre,piccolo lucignolo,Italiano,,OK
manorchia,Pronombre,"coperchiella, frode, fraude (dal latino ""fraus""), coperta, o altra simile cosa,",Italiano,,OK
manunca,Pronombre,moncherino,Italiano,,OK
manìmuli manìmuli,Pronombre,presto presto,Italiano,,OK
mappapani,Pronombre,scarafaggio,Italiano,,OK
mappina,Pronombre,"trapo de cocina, paño",Español,,OK
maragghiuni,Pronombre,morena macho,Español,,OK
maramma,Pronombre,"1. muratura, muramento, fabbrica, 2. il murare, il fabbricare",Italiano,,OK
marascata,Pronombre,"1. marea: mare crescente, gonfio, corrente del mare, 2. vento, 3. avversità / 2. cold and intense wind from north-west",Italiano,,OK
marchiggiu,Pronombre,"tranello, insidia, inganno, trabocchetto, trappola",Italiano,,OK
marciapedi,Pronombre,acera,Español,,OK
marfarata,Pronombre,cosa disdicevole,Italiano,,OK
margagghiuni,Pronombre,morena macho,Español,,OK
margu,Pronombre,ingorgo,Italiano,,OK
margunata,Pronombre,paglia sventolata e ammonticchiata sulla sponda dell'aia,Italiano,,OK
mari,Pronombre,mar / idioma mari,Español,,OK
mariolu,Pronombre,guimbarda (instrumento),Español,,OK
maritu,Pronombre,"marido, esposo",Español,,OK
marmaruca,Pronombre,"stizza, collera , rabbia, irritazione, disappunto",Italiano,,OK
marozzu,Pronombre,"piccolo insetto simile alla chiocciola senza il guscio che danneggia le piante degli ortaggi, lumaca, bruco",Italiano,,OK
marpapani,Pronombre,scarafaggio,Italiano,,OK
marpapanu,Pronombre,scarafaggio,Italiano,,OK
marranchineddu,Pronombre,ladroncello,Italiano,,OK
marranzanu,Pronombre,guimbarda (instrumento),Español,,OK
marrubbia,Pronombre,flusso di mare,Italiano,,OK
marruggiu,Pronombre,mango (de herramienta),Español,,OK
marti,Pronombre,martes,Español,,OK
martidìa,Pronombre,martes,Español,,OK
martinella,Pronombre,macchinazione,Italiano,,OK
martuffu,Pronombre,uomo grossolano,Italiano,,OK
martuzzu,Pronombre,uomo brutto,Italiano,,OK
marucortusiu,Pronombre,"maro (Teucrium marum), teucrio",Italiano,,OK
marufella,Pronombre,il sughero di migliore qualità,Italiano,,OK
marzu,Pronombre,marzo,Español,,OK
maràfuli,Pronombre,rimasugli di baco da seta,Italiano,,OK
masciareri,Pronombre,arruffone,Italiano,,OK
mascu,Pronombre,bomba,Español,,OK
massaru,Pronombre,granjero,Español,,OK
mastriddu,Pronombre,boccino,Italiano,,OK
mastru,Pronombre,maestro (profesor),Español,,OK
masè,Pronombre,vieni qua!,Italiano,,OK
matacubbu,Pronombre,zappa,Italiano,,OK
matalottu,Pronombre,"giubberello, giubbetto",Italiano,,OK
mataroccu,Pronombre,vivanda fatta di zucca ammaccata,Italiano,,OK
matina,Pronombre,mañana (en el día),Español,,OK
matruni,Pronombre,"indigestión, mala digestión, pesadez de estómago",Español,,OK
matruzza,Pronombre,ovaia,Italiano,,OK
mattumi,Pronombre,composto di ghiaia e calce assodate insieme,Italiano,,OK
mauggiu,Pronombre,gancio appuntito,Italiano,,OK
maula,Pronombre,imbroglio,Italiano,,OK
mauliata,Pronombre,imbroglio,Italiano,,OK
maumettumilia,Pronombre,Maometto mio signore! (nel trapanese),Italiano,,OK
mazzaredda,Pronombre,feccia d'olio,Italiano,,OK
mazzareddu,Pronombre,stecca da calzolaio,Italiano,,OK
mazzuni,Pronombre,tutte le interiora del giovenco,Italiano,,OK
mbaravalli,Pronombre,"alla mal'ora, in mal'ora",Italiano,,OK
mbastu,Pronombre,urto,Italiano,,OK
mbriacheddi,Pronombre,madroños,Español,,OK
mbriulata,Pronombre,sorta di pagnotta a sfoglie con diversi ingredienti,Italiano,,OK
mbriàcula,Pronombre,madroño (Arbutus unedo),Español,,OK
mbriàculu,Pronombre,madroño (Arbutus unedo),Español,,OK
mbroccia,Pronombre,tenedor,Español,,OK
mbrua,Pronombre,agua (en el lenguaje de los niños),Español,,OK
mbruddu,Pronombre,alegría,Español,,OK
mbua,Pronombre,agua (en el lenguaje de los niños),Español,,OK
mbuccaminnuna,Pronombre,uomo dappoco,Italiano,,OK
mbumba,Pronombre,agua (en el lenguaje de los niños),Español,,OK
mbù,Pronombre,agua (en el lenguaje de los niños),Español,,OK
meccia,Pronombre,legno incastrato nella tacca d'altro legno,Italiano,,OK
membru,Pronombre,miembro,Español,,OK
mentri,Pronombre,mientras que,Español,,OK
mera,Pronombre,mala sorte,Italiano,,OK
mercuriu,Pronombre,mercurio,Español,,OK
merda,Pronombre,"mierda, excremento|excrementos",Español,,OK
mesa,Pronombre,insidia,Italiano,,OK
messaggiu,Pronombre,mensaje,Español,,OK
mezzuculu,Pronombre,"1. persona magra, 2. scalzagatti (scalzacane)",Italiano,,OK
mianu,Pronombre,"1. zappa, 2. io",Italiano,,OK
miat'iddu,Pronombre,¡Qué feliz es!,Español,,OK
miatiddu,Pronombre,¡Qué feliz es!,Español,,OK
middeu,Pronombre,fresno (Fraxinus),Español,,OK
middi,Pronombre,mil,Español,,OK
middicuccu,Pronombre,almez (Celtis australis),Español,,OK
midicina,Pronombre,medicina,Español,,OK
miercu,Pronombre,"marchio, cicatrice",Italiano,,OK
mieta,Pronombre,zuppa di pane nel vino,Italiano,,OK
migghiu,Pronombre,milla,Español,,OK
migliu,Pronombre,milla,Español,,OK
milicuccu,Pronombre,almez (Celtis australis),Español,,OK
milidda,Pronombre,specialità di biscotto,Italiano,,OK
milita,Pronombre,lastra di pietra lava,Italiano,,OK
miliunca,Pronombre,cosa molto gradita,Italiano,,OK
milli,Pronombre,mil,Español,,OK
millicucchi,Pronombre,almez (Celtis australis),Español,,OK
millàfia,Pronombre,"comportamento amanerado, comportamento afectado, mimo",Español,,OK
millèsimu,Pronombre,milésimo,Español,,OK
miluni d'acqua,Pronombre,"sandía, melón de agua",Español,,OK
miluni r'acqua,Pronombre,"sandía, melón de agua",Español,,OK
minchiata,Pronombre,"dicho tonto, una tontería",Español,,OK
minchiati,Pronombre,"dichos tontos, tonterías",Español,,OK
minciarru,Pronombre,trave alla quale si attacca l'animale da tiro,Italiano,,OK
minciata,Pronombre,"dicho tonto, una tontería",Español,,OK
minciati,Pronombre,"dichos tontos, tonterías",Español,,OK
mincioi,Pronombre,moine,Italiano,,OK
minda,Pronombre,capra dagli orecchi piccoli,Italiano,,OK
